text,label
"Ingen flexibilitet, jag hade byttat mejl adress och fick ingen mail om att domänet  blev förnyat automatisk. Jag frågade om det var möjligt att stänga domäne namnet så jag inte skulle betala, svaret var klart ""NEJ"".Jag kommer aldrig köpa något genom detta företag igen.",0
"Allt var bra, förutom att jag har fått efterspänna lådorna i byrån. De trillade helt enkelt isär. Kanske en praktikant som byggt ihop den.",0
"Sommarrea hos BR leksaker 2017.1. BR har inte levererat allt som jag har beställt och som gick att beställa på sidan. Framför allt leksakserbjudandet som gjorde att jag beställde överhuvudtagen hos BR.2. Leksakerna som jag inte fick, finns dock fortfarande att köpa på BRs hemsida. (Jag gjorde ny beställning och fick varorna vid andra beställning).3. BR har tagit betalt fel och förhöjd pris på sakerna som de har levererat: Kampanjpriserna vid beställning försvann senare vid betalningen och man har dragit ordinärpris istället.4. Efter 4 veckor fortfarande inget  riktigt svar från kundservisen.= Mycket missnöjd kund!",0
Hejvi fick bara en flytväst utav 2 st beställda,0
Inget för mig! Jag fortsätter med mina fläsksvålar!! Inte den smakupplevelse jag trodde.,0
Hyllie MD är det sämsta restaurangen i hela Sverige. personalen är okunnig och maten är kall och gammal.fick fel beställning och upptäckte det hemma.,0
Snabb och bra leverans,1
Snabb respons och ny sändning när postnord slarvat bort försändelsen. Trevligt bemötande. Mycket nöjd,1
Ringarna på bilderna är så missvisande att dem inte är i närheten av vad dem ser ut i verkligheten. Jättetråkigt och går inte heller att byta eller göra ångerköp. Minst sagt missnöjda med våra vigselringar...,0
Köpte en prenumeration till min syster i julklapp. Hon har ännu inte fått första numret . Är väldigt besviken,0
"Riktigt risigt att jag beställde en grej som kostade 249kr. Blev inlagd på sjukhus o kunde ej hämta ut paketet i tid.  Då får jag en räkning på mer än vad varan är värd för att den skickas tillbaka! Fick alltså ingen vara, enbart en hög räkning. Riktigt dålig service o hjälp då man tycker man ska få hjälp av företaget man vill handla av, inte ens återkoppling på mail. Nej fy, aldrig mer!",0
"Snabbt o bra betalt, mycket nöjd!",1
"Har använt BTCX flera gånger, aldrig varit några problem och bitcoin kommer som dem skall. Kan bara rekommendera sidan.",1
Snabbt levererat och mycket nöjd med produkterna,1
Personalen sa åt mig att hålla käften efter man frågar om man får rätt mat.Alltid fel mat på 100% av driver through ordrarna.Vill ge 0 stjärnor men det går inte.Detta gäller McDonald's Örkelljunga,0
"Mycket trevlig skidort med bra skidåkning. Lägenheten saknade en del saker. Vi var inte med på så många aktiviteter, men pistvisningen som vi var med på var trevlig. Resa och transfer fungerade bra.",1
"världens bästa personal. engagerad, noggrann, hjälpsam. Gör alltid mer än vad som behövs göras. Kommer alltid i tid. kan inte vara mer än nöjd. rekommenderar starkt.",1
"Struligt och rörigt, inte alls den nivå på kvalitet och service som borde ha uppnåtts, särskilt med tanke på den kostnad som debiteras kund.",0
"Trasigt bolag med trasiga system, processer och organisation. Avslutade mitt abonnemang efter tre veckor pga oerhört mycket strul och en disfunktionell organisation som inte är kapabel att bemöta sina kunder.",0
"Order packad inom 30 min från det den är lagd och handskrivet tackkort, guldstjärna.",1
Tack för bästa bemötandet på länge. NI förtjänar verkligen högsta poäng.,1
Enkelt att beställa och snabb leverans !!,1
P.g.a En stjärna beror detta på att jag inte fått någon leverans ! Inga svar på mail el telsamtal !!,0
"Bra produkt, snabb leverans.",1
"Jätte besviken på Lindex, rekommenderar inte till andra!",0
Har varit nöjd kund i flera år!!!!!! Mycket bra produkter........,1
Jag va nöjda o tycker såååå,1
"Skojarföretag.Min syster råkade beställa fel vara när hon skulle överraska vår barn, sen när jag förklarade läget för dem o ville returnera varan som vi inte hade nån användning av så ville dem ta 150 kr (exkl fraktkostnad) för och skicka en retursedel,  150 kr + fraktkostnad för en vara som kostade 220 kr inkl frakt Hur mycket jag än förklarade situaionen för dem så hjälpte det inte, jag har aldrig varit med om att man ska behöva betala för o skicka tillbaka fel vara, vill passa på o varna ansra om detta lallar företag, köp inget därifrån",0
"Min order gick i väg 30 dec 2016. Beställningen levererades till utlämningsställe 12 januari, men utlämningsstället ligger i en annan stad än där jag bor och de returnerade därför varorna till företaget. Har försökt nå Beddo AB per mail och telefon. De svarar inte på mails och på telefonsvareren har de talat in ett meddelande om att de är tillbaka 9 januari och nu är det 3 februari.HK",0
Väldigt bra service o trevligt bemötande från kundtjänst och elektriker,1
Går även att beställa delar som inte finns i webshopen,1
Mycket bra service Och trevlig personal,1
"Bra, prisvärt och smidigt! Fem tummar!",1
"Leverans var annan vecka och då på en sondag , vad gör man om man inte är I stockholm på helgerna?",0
Det var lätt att beställa och grejorna funka mycket bra.,1
"Vi köpte en ny ASKO kyl/frys för 11 månader sedan. För 7 veckor sedan gick den sönder, och den har fortfarande inte blivit lagad. En ny vitvara ska inte gå sönder, och gör den det så måste infrastrukturen för reparationer fungera.Köp inte ASKO, gå på någon av de mer etablerade varumärkena.",0
"Datorn stämde bra med sin beskrivningen och köpta licenser gick bra att lösa in, väldigt bra serive vid frågor trots C19.",1
Dyrt och fruktansvärt dålig leveranstid.,0
Tydlig information om leverans. Bra packat så varorna var skyddade. Väldigt nöjd med produkterna!,1
"Gick felfritt till, snabb leverans och rätt produkt.",1
Till slut efter månaders väntan fick jag leveransen av Appleskal.,0
Bra service och snabb leverans.,1
"Mycket nöjd och jättebra bemötande. Inget är omöjligt för klippan Mette:)))) ""det ordnar sig, jag kollar""Toppen!!!!",1
Mycket unika och speciella inredningsdetaljer! Jag kommer att handla hos Inspiri.se igen.,1
Snabb leverans och fint inslaget. Mycket nöjd!,1
"I.o.f.s inget fel på skrivbordet, det är ok. Däremot är speditören (Post Nord) en smärre katastrof. Helt omöjlig att få rimliga leveranstider eller aviseringar i tid. Kostnaden för nedlagd tid på telefonsamtal och slutligen att själv hämta på terminalen översteg priset på skrivbordet.",0
"Snabb leverans, bra förklarat om man skulle behöva returnera eller byta sin produkt. Mycket nöjd!",1
Bra hemsida och snabb leverans.Jättenöjd!,1
"Allt fungerade bra, från beställning, betallning till leverans. Produkter jag har köpt är märkesprodukter med högt kvalite",1
Toppen👌🏻Snabbt och bra👍,1
"LÄS INNAN DU KÖPER! ABC-gruppen kom till våran skola och lurade alla till att beställa mössan på plats. De sa att det inte var någon beställning som lades utan bara ""storleken och skolrabatten"" som sparades i systemet så vi vid senare tillfälle skulle kunna beställa mössan billigare med rätt storlek. Jag citerar en av deras anställda: ""Vet inte ens varför det står lägg beställning, det borde dom ändra"". Jag kan såhär i efterhand svara på den frågan. Det är för att du lägger en beställning, inte bara sparar storleken + rabatt till senare tillfälle!Dessutom ljög de och sa ""Om ni låter mössan ligga sparad i två veckor efter senaste redigeringstillfälle, så går beställningen igenom, så det finns gott om tid att bestämma er. Gå bara in och redigera så skjuts tiden upp två veckor till"". Vilket var total bullshit, efter de lurat alla att lägga en beställning har man i verkligheten två veckor på sig att redigera mössan innan den går vidare till tillverkning, oavsett om du redigerar eller inte. Det går inte att skjuta upp på tiden genom att gå in och ändra mössan! Inte heller går det att avbeställa mössan på hemsidan utan man måste kontakta kundtjänsten, ytterligare en omständighet. Vi märkte efter mössprovningen och den lagda beställningen (eller så kallade ""storleks-sparningen + rabatt"") att allt dom sagt var total bullshit. De stod och ljög oss alla rätt upp i ansiktet. Toppen försäljningsstrategi, sätta press på elever genom att lura dom att beställa på plats och sedan ha en tidsgräns på två veckor som de inte vet om. För att övertala de skeptiska eleverna om att göra ett konto och trycka ""lägg beställning"" hotades det med att skolrabatten bara gällde om man gjorde kontot där och då. Vilket, du gissade rätt, självklart inte stämmer. Man kan fortfarande gå in och få skolrabatt ett halvår senare.Jag själv kan inte säga något om kvalitén på deras produkter eftersom jag fullständigt sket i att beställa från ABC-gruppen. Mina kompisars mössor har däremot endel skavanker så som repor, lösa sömmar, kantstötta ""Exklusiva förvaringsboxar""och icke centrerade kokarder. Fattar inte hur de kommer undan år efter år med att ljuga om villkoren. Köp från ett annat företag istället, lägg inte pengar på ABC-gruppen som livnär sig på att lura ungdomar! Dyra är dom också!Försök inte ens med att skylla på att era representanter är oinformerade. Det är något väldigt fel med ABC-gruppen som företag. Antingen skickar ni ut helt oinformerade försäljare som får säga lite vad som helst för att lura på 3:or på mössor eller så har de uppmanats att ljuga. Båda alternativen är oacceptabla.Edit: Blev kontaktad av ansvarig och återgärder sägs ha tagits för att förhindra detta framöver. Det var dåligt informerade försäljare som var felet enligt ABC-gruppen. Jag lämnar kvar min recension då det finns andra som varit med om liknande konstigheter. Verkar ha pågått udda saker under många år, finns forum-trådar som tar upp ämnet. Förhoppningsvis är problemet löst och ingen klass ska framöver behöva känna sig helt grundlurad. Tips: känner du dig lurad så avbeställa mössan asap. Deras kundservice är helt okej så det ska inte vara några problem.",0
Vi köpte flyttstäd och allt gick mycket smidigt. Riktigt trevlig personal. Rekommenderas!,1
"23/4-2019 Tog jag kontakt med monsterbilligt.se och skulle beställa 2 st beach flaggor och hade väldigt tight med tiden. Så jag både ringde och mejlade och frågade om dem hinner leverera till senast 3/5-2019 och som svar så skulle dem hinna förutsatt att dem fick in beställningen samma dag.3/5-2019Åker jag ut till db schenker för att hämta mitt paket och då har man enbart skickat ut Golv stativ utan flagga.4/5-2019Jag har min event och kör utan flaggorna då jag inte hade fått dem.6/5-2019Får jag hem resterande delar, när jag kontaktar monsterbilligt.se och informerar dem om ovan så hänvisar dem mig till transport företaget och vill inte ta på sig ansvaret!Det är trots allt deras medarbetare som har lovat att kunna leverera och jag har det även på mejl.Billigt ja kanske, pålitligt NEJ!",0
Ångrade mitt köp. Efter en omständig support via chat bekräftades att en återbetalning skulle göras men detta utfördes aldrig. Efter ett par försök att få tag i supporten igen så kom inga fler svar. Har gått ett år i skrivande stund.Supportärende (#4999)/M,0
Bra kunnig personal Bea service samt snabb leverans,1
Jättefint napphållare,1
"Jag har ännu inte fått min beställning, leveransdatum är satt till vecka 8.",0
"Fungerar utmärkt, snabb leverans och bra produkt!",1
"RENA BEDRÄGERIFÖRETAGET, POLISANMÄL DESSA SKOJARE!!! De lurar dig till svindyra abonnemang och lockar dig med att vinna bensin. GÅ ALDRIG MED PÅ DERAS TRICKS!!! FÖRETAGET MÅSTE UTESLUTAS OCH SAMTLIGA I FÖRETAGET BORDE BELÄGGAS MED NÄRINGSFÖRBUD!!",0
Jätte bra service,1
Hastigheten är mycket lågt,0
Jog vill låna pengar 5000kr ok,0
Bra service och snabb leverans.Kan vara lite svårt med storlekar när man kollar på nätet.,1
Har köpt flera av historieböckerna och är supernöjd!,1
Snabb leverans av snygga produkter.,1
"Jättebra sida. Jag har skrivit två frågor till dem och fått snabbt svar. Snabb leverans, beställde ganska precis efter jul och den skickade det inom 24 timmar. Kommer beställa igen här ifrån.",1
"Via ett forum på Facebook nappade Johan på min fråga om ett problem med min hemsida. En halv arbetsdag hjälpte han mig att forska i problemet som tillslut löste sig, efter många om och men! En hjälpsam & godhjärtad person, som inte ger sig, är värd allt i världen när man själv inte förstår något i datavärldens teknik! =)",1
Mycket trevligt och familjärt bemötande. Det känns som vi är i samma företag. Och vill våra kunder det bästa.,1
Mycket bra tjänst tack.,1
Jag fick en fel artikel. De frågade mig  att skicka tillbaka den felaktiga artiklen men dem har inte  skickat rätta artiklen istället trots att hela räkningen har betalats kontant,0
Snabb leverans o snygg väska,1
Bra kvalitet och snabb leverans.,1
"Egentligen borde det blivit minusstjärna i omdömet. Väntat snart en 1,5 h på att få prata med någon. Bl.a. vill ViaSat att jag ska dra en 20 meter lång kabel i huset. När jag ska komma kontakt med ansvarig, och har plats nummer 1 i kön, kommer jag aldrig fram. Som ny kund hos viasat, så har jag nog aldrig varit med om värre bemötande (utom en säljare som riktigt bra erbjudande, men låt er inte luras, Viasat är värdelöst). Jämfört med Telia, som jag ångrar nu att jag lämnade, så är Telia ljusår bättre i allt, och det säger inte lite.",0
Supernöjd med postern! Helt enligt bilderna på hemsidan,1
Det var jätte bra butik .leverans var lite långsam men de packade paketen var väldig bra.,1
Fel fraktinformation vid betalningen på deras hemsida. Köpte ett stort bord och kunde inte välja frakt med uppbärning. Nu måste jag betalar extra även om jag vill inte har bordet längre. Ingen hjälp från kundservice.EDIT: Dem ringde mig och fixade allt. Nöjd:),1
"Visst, snabb leverans. Men produkterna var fullständigt värdelösa.Jag köpte ett metallarmband till applewatch 44 mm i roseguld, och ett länkborttagarverktyg. Länkborttagarverktyget höll för att ta bort TVÅ länkar. När den tredje länken skulle tas bort så böjdes spetsen och verktyget gick inte längre att använda.Armbandet föll fullständigt isär efter borttagning av länk nr två, men jag trodde att jag ändå hade lagat det. Men när jag skulle ta bort länk nr tre så fallerade inte bara verktyget utan även armbandslänk nr två lossnade igen och då orkade jag inte bry mig om att försöka sätta ihop skiten mer. Sammanfattningsvis, phonelife.se håller låga priser, men jag lovar att här får man tyvärr inte ens det man betalat för. De säljer verkligen bara billigt skräp.Bokstavligt talat.",0
"Boka aldrig taxi med detta bolag!!Verkar enligt omdömena här nedan som att man har en 20% chans att få en vettig chaufför när man bokar taxi via detta företag, jag tillhör dessvärre dom övriga 80%..Fick SMS 5 minuter efter tiden jag beställt taxi om att den var avbokad och ny taxi skulle komma. Den nya taxin kom 30 minuter efter avtalad tid, vilket i sin tur gjorde att jag kom försent, bokade taxi då jag hade bråttom. Dessutom tog den nya taxin nästan dubbelt betalt. Lägg därtill att det tog nästan en vecka för få tag på kundtjänst. STOR VARNING!!",0
"Mycket snabbt och bra, kan rekommenderas.",1
Bra dialog och lätt att samarbeta medBra resultat,1
Otroligt dåligt skött ärende än så länge hos Novasol. Danmark har stängt gränserna pga Corona och vi får inte ens tillbaka 50% av det vi hittills betalat. Som det ser ut nu så får vi inte ens komma in i landet. Sista gången vi bokar hus via Novasol om inte beslutet ändras!Uppdatering: Dom har fortfarande 6 veckor senare inte återbetalat pengarna efter vi avbokat! Akta er för det här företaget!!,0
"Synsam i Göteborg Mölndal är det sämsta jag har varit med om.. Jag kom 5min sent och blev avbokad direkt när jag till och med hade ringt och förklarat orsaken. Synsam ni får 1 av 5 av mig, sämsta bemötande jag har varit med om..",0
Mycket bra service och materialet kom tidigare än beräknat.,1
Två snygga Fjona lampor passade perfekt till våra köksfönster!,1
"Jag stod och betala avgiften för rätt zon me nfick en bot , har överklagat utan resultat",0
Köpte ett renskinn. Fantastiskt fin produkt. Snabb leverans utan krångel.,1
"Dålig paketering. Däcken är endast inlindade i plast. Och fyra däck skickas som fyra olika paket, pga detta så har två av mina kommit bort och ingen verkar veta vart dom befinner sig",0
"Systematiska bedrägerier på Mekonomen! Det senaste året har jag haft kontakt med Mekonomen tre gånger. Vid samtliga tillfällen har de försökt bluffa med fel priser, fel produkter och borttappade däck som bytts. Vid varje tillfälle skullejag förlorat hundratals kronor. Bedrägerierna har skett både i butiken och på verkstaden i Uppsala. Helt häpnadsväckande att detta sker gång på gång och varje gång låtsas de som att det bara varit ett litet misstag! 🤮",0
"Allt var perfect, tummen upp",1
"Älskar denna bilen, min dotter använder den med lycka.",1
Hur kan man få driva ett sånt här företag??? en vecka utan att fixa problemet. får inga svar när det ska vara avhjälpt. Amatörer,0
Snabbt och smidigt!,1
Det tog 10dagar innan min order plockades.Skickade beställningen 20 okt och den plockades 30 okt. Har fortfarande inte fått delarna. Helt oacceptabelt. Går lika fort med båt från Kina,0
Säljare från Fonia utger sig att företräda den operatör kunden/offret har och lurar på äldre enskilda företagare bundna abonnemang med löfte om billigare telefoni/mobila bredband. I slutändan sitter företagaren där med ett bundet abonnemang som inte kan brytas och som kostar betydligt mer än det de hade innan. Undvik detta företag.,0
Leverans på två dagar. Mycket bra. Telefonen verkar funka felfritt och skicket verkar vara som utlovats (4/5).,1
Känns ytterst seriöst och det fanns mycket kunnig personal som svarade snabbt i telefon vid frågor. Jag personligen är mycket nöjd med mina inköp på mywatch.,1
Bra produkt snabb leverans,1
Mycket bra kundsupport! Nöjd med produkten.,1
"Ni är bäst, korrekta leveranser och snabbt utförande!",1
Snabb leverans och rätt grejer.,1
Betalning drogs från kontot för fem dagar sedan men har fortfarande inte fått paketet...,0
Snabb leverans! Nöjd kund!,1
Mycket bra support👍 När min vara var trasig,1
"Snabb frakt, fint paketerat och trevligt med en liten chokladbit. Piercingen va sterilt packat, finns inget att klaga på!",1
"Jag hade sett reklamen på TV:n och letade upp hemsidan. Jag fick snabba svar på mina frågor på telefon och mail. När jag väl gjorde förundersökningen kändes det helt rätt för mig att genomföra operationen. Utifrån mina förutsättningar kunde jag göra FS-Lasik som är lite dyrare men det läker snabbt och det var värt den extra kostnaden. Vid operationen märktes läkarens erfarenhet tydligt och att jag var i goda händer. Första timmarna efter operationen rann ögonen och det kändes lite obehagligt men jag hade fått en lugnande tablett innan operationen och när jag kom hem satte jag på mig ögonsköldarna och somnade gott. När jag vaknade några timmar senare kunde jag läsa texten på TV:n i vardagsrummet från sovrummet 12 meter bort! Helt otroligt! Ögondropparna behövdes som mest de första tre veckorna pga torra ögon sedan minskade behovet successivt för att efter cirka två månader vara helt borta. Nu på 3-månaderskontrollen ser jag 150 % det känns osannolikt, jag letar fortfarande efter mina glasögon när jag vaknar men sen kommer jag ihåg... Tack all trevlig personal!",1
Mycket bra som vanligt,1
"Köpte 2 påsar Kasein för första gången. Fick 2st efter några dagar, men en av de var fel smak, så jag skickade bevis och fick snabbt svar och de rättade till, så jag fick 3 totalt. Snabb och bra kundservice och kaseinet jag köpte smakade bättre än vad jag förväntade mig. Kommer troligen att handla igen",1
"Efter att jag hade beställt mitt abonnemang så tog det en månad att få klart nummerflytten och då skickade jag ett meddelande till deras värdelösa kundtjänst efter en vecka och frågade vad dem höll på med och efter två ytterligare veckor så fick jag till slut ett svar att dem satte igång nummerflytten... Sen efter ytterligare en vecka så var nummerflytten klar och sen när fakturan kommer så vill dem att jag ska betala för en månad när jag inte kunde använda abonnemanget och jag skickar ju så klart ett meddelande till kundtjänst och eftersom den är så fruktansvärt långsam så kommer och går förfallodagen och nu när dem i princip säger skyll dig själv så sitter jag med massa extra avgifter för att dem inte har någon telefon kundtjänst så det på riktigt tar flera veckor att få ett svar.(men så klar har dem råd med telefon försäljare men blir det problem då kan dem inte hjälpa dig för att dem ""pressar priset"" genom att inte ha det) Nä hallon ni kan dra åt h*lvete jag går tillbaka till vimla igen.",0
"Passa er för dessa skojare! Skulle få en återbetalning från ett företag då varan jag beställde aldrig kom fram.Efter en månads försök att få återkoppling på var min återbetalning tagit vägen visade det sig att Qliro satt in pengarna på fel kontonummer.De skrev ett mail och informerade om att de skulle ta reda på vem privatpersonen som fått insättningen var, ge mig dennes uppgifter, och därefter var det upp till mig att kontakta den som fått pengarna och göra upp om att få pengarna. I mailet framgick också att de inte erbjöd någon annan lösning utan att det skulle leda till en kundtvist.Fantastiskt fel på så många vis!",0
"Riktigt dålig kundservice. Företaget sålde oss en""testade och fullt fungrrande"" skyltex av en tvättmaskin med samma garanti som en ny produkt som krånglat och läckt vatten från dag ett. Deras reklamationsavd. (som mailar från Tretti.se) påstår att maskinen utgått från deras sortiment och vill att vi ska köpa en annan dyrare maskin, fast jag ser att man kan köpa maskinen på både deras sida och på tretti.se. Kommer aldrig mer att handla från dem eller tretti.se och kommer att vända mig till ARN då vi har haft en läckande maskin i över 7 veckor och inte får den hjälp vi har rätt till. Gör dig själv en tjänst och handla någon annanstans så slipper du krångel!",0
"Opererade bort födelsemärke i ansiktet och är väldigt missnöjd.Fick betala för en bedömning som tog ungefär 1,5 minut. När jag kom tillbaka för operationen hade Dr Bagher så bråttom att han började skära i mig innan bedövningen ens hunnit verka vilket var väldigt obehagligt. Han tände inte ens taklampan under ingreppet. Allt var klart på ca 5 minuter.Stygnen skulle sitta 10 dagar vilket är väldigt länge för suturer i ansiktet. Jag ifrågasatte detta men han insisterade. Efter 10 dagar hade stygnen vuxit fast i huden vilket har gjort att jag nu har ett stort fiskbensliknande ärr i ansiktet, vilket var exakt det jag var rädd för skulle hända.Jag gick till estetikcentrum då jag trodde att de skulle ha den bästa kompetensen. Istället betalade jag flera tusen kronor mer än priset som stod angivet på internet (utan att jag fick någon förklaring till varför det blev så mycket dyrare), och fick knappt 10 minuter av Dr Baghers tid för ett stort och missprydande ärr.Jag är djupt besviken och skulle inte rekommendera kliniken till någon.",0
"Om du funderar på Vimla, tänk om!Borde få näringsförbud, så oseriöst borde ett företag inte få komma undan med att vara.Efter stort missnöje, bla pga obefintlig support och strul med fakturor (minns nu ej exakt hur det var iom att flera år sen nu, men jag lyckades få flera påminnelsefakturor på felaktiga grunder, strul strul strul utan att kunna få ordentlig hjälp), sa jag upp och fortsatte få fakturor på hittepågrunder. Trodde de till slut hade gett sig efter att jag upprepade ggr bestridit deras fakturor, men oh no! Har efter fler år nu helt plötsligt fått ett inkassokrav på ett kaptalbelopp på 27 kronor, TJUGOSJU KRONOR. Från Gothia Inkasso, som ger mig ca 2v innan de hotar att ta ärendet vidare till kronofogden. Var kan vi vanliga människor få fakturera för sveda, värk och förlorad tid pga sånna här crap aktörer?",0
Enkla recept med supergoda smaker!,1
Smidig och enkel ansökan och digital signeringNär lånet blivit beviljat,1
"Svåra som attan att få tag på, behövde hjälp när min mobil blivit stulen men det tog flera dagar innan Fello svarade.Jag kommer nu byta operatör. Aldrig varit så missnöjd med någon som Fello.",0
"Testade tjänsten i mars då företaget gick ut brett o erbjöd gratisperiod iom Coronaläget. Min dotter konstaterade omedelbart att hon inte var hjälpt av tjänsten och den avslutades. Nu flera månader senare upptäckte jag att 99 kr dragits från mitt konto både i augusti och september. Jag loggade in med de kontouppgifter jag fått i mars och får information att jag inte har en aktiv prenumeration. Jag betalar alltså för en tjänst jag bara har prövat vid ett tillfälle och inte kan avsluta eftersom jag inte har någon prenumeration. Kundtjänst går inte att nå. Frågor på företagets Facebook-sida raderas obesvarade. Detta är otroligt oseriöst, liknar gamla tiders bondfångeri.",0
Beställde en jacka på nätet som sen inte levererades pga att den var slut i den storleken.,0
Korten sitter för dåligt.Behövs en djupare skåraInte nöjd,0
Är helt nöjd med deras tjänster. Kan bli tokigt någon gång men det fixar de tjänstvilligt direkt bara man kontaktar dem.Bäst gillar jag att man kan koppla sitt eget Smart Home till tjänsten och skicka ut ev. inbrottslarm till grannarna.,1
Otroligt dålig tjänst. Ostabila och sega servrar. Håll er borta,0
"Totalt värdelöst att använda pixum.se för passfoto eller bild för körkort. Egen tagen bild ska vara perfekt tillskuren och i rätt proportion för att fotot ska duga för myndigheterna. Hade förväntat mig att kunna skära till fotot på pixums sida, men nej. Ingen av bilderna som Pixum själva lagt upp på passfotosidan duger för pass eller körkort.",0
Suverän service och kontakt,1
"Jag har en så otroligt positiv upplevelse gällande mille notti. Allt vad det gäller kvalité, leverans, kundservice och butik. Bara massa ⭐️",1
"Hade valt ut två varor på outlet och köpt ett presentkort via present från min arbetsgivare. Det visade sig att det i det finstilta står att presentkortet inte gäller i outlet! Testade då istället en produkt med rea i ordinarie sortiment, när presentkortet läggs in tas rean bort.Det senare även svårt att läsa ut ur det finstilta:”Presentkortet inte kan kombineras med andra rabattkoder, värdekoder eller presentkort. Observera att presentkortet inte kan användas på redan rabatterade produkter i 8848 outlet.”",0
Enkelt och smidigt. Imponerande bra kvalitet på fotopusslet.,1
Sjuk snabb leverans :),1
Inte så bra. Ringde och pratade med kundservice och han säger att det är mat som ska kastas som dom säljer ut billigare. När jag fick reda på att det är utgången mat och om det ändå ska kastas/slängas varför då inte lika gärna skänka bort det?,0
Fina glasögon och snabb leverans!,1
Lite krångel men inget allvarligt,1
Handlade för att det utlovades 15% rabatt på mitt första köp.Rabatten fick man INTE.,0
Jag beställde en bildförstorning i oktober. Har inte fått den än. Först nu i januari blev jag kontaktad av Klarna med en spårningnummer och med det via Postnord appen kunde jag spåra att den är tillbaka skickad i november. Klarna vill ha betalt iallafall. Aldrig mer Klarna heller. Bestcanvas har ingen kundtjänst. Dåligt.,0
"Undvik detta företag, vill inte sälja!",0
"Jag är så nöjd med allt jag handlat, kan verkligen rekommendera dig att handla här! Du får snabbt hem det du beställt och allt ligger fint förpackat! Kan inte bli bättre!",1
"Utrolig dårlig service och på gränsen til olaglig kontrakter som inte går att komma utt av, anlit aldrig detta bolag",0
Snabb leverans.,1
Jättenöjda! Flytten gick smidigt och vi hade bra hjälp på vägens gång.,1
"Varan precis som förväntat, snabb leverans.",1
Mina byxor jag beställde sprack i rumpan när jag gjorde en test squat så det är minus,0
"Jag fick vänta länge på en produkt som ska tas in, eftersom den inte fanns i lager. De sa att det skulle ta ca 10 dagar. Hörde ingenting från Erikas Garderob. Så jag hörde av mig själv till slut efter 10 dagar gått, och de sa bara att produkten ännu ej kommit in. Det blev ingen present till dottern...",0
Bra snabb leverans av funktionsduglig lampa.,1
"Min elcig smakar bränt om röken. Trodde att den dåliga smaken skulle försvinna om jag bytte coils, men så var det inte. Hur blir jag av med den brända smaken från eciggen?",0
"Har beställt massor från dem innan men sista gången blev en mardröm.Har fullmakt för tjejen och eftersom jag kan ta via klarna så lade jag beställning med mig som betalare o henne som mottagare.Inga problem att lägga beställning men när vi skulle hämta ut det så gick det inte med hennes eller min legitimation.Ringde Meds men jag fick ringa nästa dag då Farmaceut och tekniker fanns på plats.Nästa dag säger de att jag kan inte lägga beställningen så utan de får backa recept, ta tillbaka mediciner och bränna dem. Vilket innebar att jag skulle få betala för medicinerna ändå. Nästan 1.000kr på inget!! Det här händer ofta sa de och det är så de gör.Detta var extremt viktiga mediciner!!!!De har skrivit i köpvillkoren att man inte kan beställa så sa de men det fanns ingen skrift om detta på fullmakt, bara att endast receptinnehavaren kan hämta ut vilket det var beställt till.Vi vägrade godta det, ville prata med chefen som inte skulle finnas på plats förrän nästa vecka. Vi fick säga att vi kommer gå vidare med detta med anmälan. Då skulle de återkomma, någon timme senare så ringde de och sa att vi kan hämta ut det utan problem.Om de har detta problem OFTA och gör så här så stjäl de ju massor av människors pengar OCH de har ett dåligt system som gör att man kan beställa det UTAN problem som de inte åtgärdar.Slutbeställt där!",0
I had a great service from Equipyourtrip I recieved my package on a SATURDAY and I was like AMAZING it was great 10/10 service and the item was just as stated thankyou so much EYT,1
"Jätte dålig service bliv fel 2 gånger fick vänta 2 månader och inte fått än beställning , sista gång köpa något hos nordiska fönster",0
Utmärkt genomför rengöring!,1
"Beställde tre varor och leveranstid skulle vara 1-3 dagar. Efter 10 dagar hade jag fortfarande inte fått något paket. Kundtjänst svarar på Mail först efter flera dagar och det finns inget nummer att ringa. Efter flera skickade Mail och hot om Konsumentverket och polisanmälan samt hjälp av klarna för att få till en återbetalning fick jag tillslut hem varor, ungefär 3 veckor senare... Dessvärre bytte dem ut massagepistolen som var hela anledningen till att jag beställde till en gammal variant och jag fick alldeles för lite på pengar tillbaka. Smartwatch beställde jag två också, billig kopia-variant. Säger som flera andra; lurendrejeri är vad det här företaget håller på med och endast de som tjatar i massor verkar få sina varor eller pengar tillbaka. Passa er och betala INTE direkt. Har ni det på faktura kan Klarna hjälpa er att frysa fakturan när företaget inte skickat era varor och tro mig, de kommer försöka med alla tillgängliga medel... Big NO NO!!",0
"Jag har letat efter fasad som jag slipper Underhålla.Fastnade för Oncewalls Smålandspanel som är helt suveränt snygg!!! Hur enkelt som helst att sätta upp och faktiskt grymt gedigen och slutresultatet blev galet snyggt!! Rekommenderar Oncewall till alla som inte vill måla mer och rekommenderar att klä in fönster, vindskivor mm med plåt..Fick när jag beställde fasaden även med monteringsanvisningar så väldigt enkelt att montera, faktiskt enklare än träfasad.",1
Fick precis mail från Flightright att SAS godkänt mitt krav på ersättning efter förseningen. Stort tack för hjälpen! Ni är bästa!!!,1
Perfekt site,1
"Bra sortiment, snyggt packat och snabb leverans!",1
Jag tyckte det var en bra kurs. Pedagogisk var ni också.,1
"Snabb leverans, kanonbra 👍",1
